"","SMILES","DB","ID","scaffold","scaffold_id","NA","NA"
"3689","O=C(O[C@H]1[C@@H](C)/C=C\C(C)(C)[C@H](OC(=O)C)C[C@@H](OC(=O)C)/C(/C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]12O)C","NANPDB","2280","c1ccccc1","C1=CCCC2CCCC2C=CCCCC1","O(Cc1ccccc1)C2CCC3CCC=CCCCCC=CC23",3
"3690","O=C(O[C@H]1[C@@H](C)/C=C\C(C)(C)[C@H](OC(=O)C)CC(=O)/C(/C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]12O)C","NANPDB","2253","c1ccccc1","C1=CCCC2CCCC2C=CCCCC1","O(Cc1ccccc1)C2CCC3CCC=CCCCCC=CC23",3
"3691","O=C(O[C@H]1[C@@H](C)/C=C\C(C)(C)C(=O)C[C@@H](O)/C(/C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@@]12OC(=O)C)C","NANPDB","2264","c1ccccc1","C1=CCCC2CCCC2C=CCCCC1","O(Cc1ccccc1)C2CCC3CCC=CCCCCC=CC23",3
"3692","O=C(O[C@H]1[C@@H](C)C(=O)[C@]23O[C@]2([C@@H](O)[C@@H](C)C3)/C=C(/C)\[C@@H](O)[C@@H](O)[C@@H]2C(C)(C)[C@H]12)C","NANPDB","2424","O1C23C=CCCC4CC4CCCC13CCC2","O1C23C=CCCC4CC4CCCC13CCC2",NA,473
"3693","O=C(O[C@H]1[C@@H](C)C[C@]23C(=O)[C@H](C)[C@H](OC(=O)C)[C@H]4C(C)(C)[C@H]4[C@H](OC)[C@H](OC(=O)C)/C(/C)=C/[C@]12O3)Cc1ccccc1","NANPDB","2530","c1ccccc1","O1C23C=CCCC4CC4CCCC13CCC2","O(CCc1ccccc1)C2CCC34OC24C=CCCC5CC5CCC3",3
"3694","O=C(O[C@H]1[C@@H](c2c(OC(=O)C)ccc3C(=O)CC(c4ccccc4)Oc23)COC1(C)C)C","EANPD","LEGU_00227","O1c2ccccc2CCC1","c1ccccc1","O1c2c(cccc2C3COCC3)CCC1c4ccccc4",152
"3695","O=C(O[C@H]1[C@@H](c2cc(O)c(O)c(O)c2)Oc2c(c(O)cc(O)c2)C1)c1cc(O)c(O)c(O)c1","NANPDB","3303","c1ccccc1","O1c2ccccc2CCC1","O1c2ccccc2CC(OCc3ccccc3)C1c4ccccc4",3
"3696","O=C(O[C@H]1[C@@H](O)[C@](O)(COC(=O)c2ccccc2)[C@H](OC)C=C1)C","EANPD","ANNO_00155","c1ccccc1","c1ccccc1","O(Cc1ccccc1)CC2CC=CCC2",3
"3697","O=C(O[C@H]1[C@@H](O)[C@H](O)C[C@](O)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","5279","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3698","O=C(O[C@H]1[C@@H](O)[C@H](O)C[C@](O)(C(=O)O)C1)/C=C\C1=CC(=O)C(=O)C=C1","NANPDB","5285","C=1C=CCCC1","C=1C=CCCC1","O(CC=CC=1C=CCCC1)C2CCCCC2",2
"3699","O=C(O[C@H]1[C@@H](O)[C@H](O)C[C@](O)(C(=O)OC)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","2695","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3700","O=C(O[C@H]1[C@@H](O)[C@H](O)C[C@](OC(=O)/C=C/c2cc(O)c(O)cc2)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","5283","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCC(OCC=Cc3ccccc3)C2",3
"3701","O=C(O[C@H]1[C@@H](O)C[C@@H]2[C@](C)([C@H](C)C[C@H](OC(=O)C)[C@@]2(COC(=O)C)[C@@]21OC2)[C@H]1O[C@@H]2O[C@H](OC)C[C@@H]2C1)C(C)C","NANPDB","2796","O1CCC2CCOC12","O1CC12CCCC3CCCCC32","O1CCC2CC(OC12)C3CCCC4C3CCCC54OC5",481
"3702","O=C(O[C@H]1[C@@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C[C@](O)(C(=O)OC)C[C@@H]1O)/C=C/c1cc(O)c(O)cc1","NANPDB","6196","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2OCC=Cc3ccccc3",3
"3703","O=C(O[C@H]1[C@@H](OC(=O)C)[C@H](OC2=C(c3cc(O)c(O)cc3)Oc3c(c(O)cc(O)c3)C2=O)O[C@@H](C)[C@@H]1OC(=O)C)C","EANPD","MORA_00022","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCCCC3)=C1c4ccccc4",10
"3704","O=C(O[C@H]1[C@@H](OC(=O)C)[C@H](Oc2cc(O)c3C(=O)c4c(O)cc(C)cc4Cc3c2)O[C@@H](C)[C@@H]1O)C","EANPD","RHAM_00018","O1CCCCC1","c1ccc2c(c1)Cc3ccccc3C2","O(c1ccc2c(c1)Cc3ccccc3C2)C4OCCCC4",148
"3705","O=C(O[C@H]1[C@@H](OC(=O)C)/C(/C)=C/[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C)C[C@]2(OC(=O)C)C(=O)[C@H](C)/C=C/C(C)(C)C1=O)C","NANPDB","2287","c1ccccc1","C1=CCCC2CCCC2C=CCCCC1","O(Cc1ccccc1)C2CCC3CCC=CCCCCC=CC23",3
"3706","O=C(O[C@H]1[C@@H](OC(=O)C)/C(/C)=C/[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C)C[C@]2(OC(=O)C)C(=O)/C(/C)=C\CC(C)(C)C1=O)C","NANPDB","2288","c1ccccc1","C1=CCC2CCCC2C=CCCCCC1","O(Cc1ccccc1)C2CCC3CC=CCCCCCC=CC23",3
"3707","O=C(O[C@H]1[C@@H](OC(=O)C)C=C[C@H](OC)[C@]1(O)COC(=O)c1ccccc1)C","EANPD","ANNO_00157","c1ccccc1","c1ccccc1","O(Cc1ccccc1)CC2CC=CCC2",3
"3708","O=C(O[C@H]1[C@@H](OC(=O)C)CC(C)(C)[C@@]2(O)[C@@]1(C)[C@@H]1[C@H]([C@H](C)C=3C(OC(=O)C=3)=C1)CC2)C","EANPD","CAES_00011","O1C2=CC3C(CC2=CC1)CCC4CCCCC34","O1C2=CC3C(CC2=CC1)CCC4CCCCC34",NA,482
"3709","O=C(O[C@H]1[C@@H]2[C@@](C)([C@H](O)[C@@H]3OC(=O)C(=C)[C@H]13)[C@H]1O[C@]2(C)CC1)C(C)C","NANPDB","6792","O1CCC2CC3C4OC(CC4)C3CC12","O1CCC2CC3C4OC(CC4)C3CC12",NA,483
"3710","O=C(O[C@H]1[C@@H]2[C@@](C)([C@H](OC(=O)C)[C@@H]3OC(=O)C(=C)[C@H]13)[C@H](O)CC[C@]2(OC(=O)C)C)C(C)C","NANPDB","6790","O1CCC2CC3CCCCC3CC12","O1CCC2CC3CCCCC3CC12",NA,295
"3711","O=C(O[C@H]1[C@@H]2[C@@](C)([C@H](OC(=O)C)[C@@H]3OC(=O)C(=C)[C@H]13)[C@H]1O[C@]2(C)CC1)C(C)C","NANPDB","6791","O1CCC2CC3C4OC(CC4)C3CC12","O1CCC2CC3C4OC(CC4)C3CC12",NA,483
"3712","O=C(O[C@H]1[C@@H]2[C@@](CO)(O2)C2[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)OC=CC12)/C=C/c1cc(O)c(O)cc1","NANPDB","793","O1C=CC2CC3OC3C2C1","O1CCCCC1","O1C=CC2C(OCC=Cc3ccccc3)C4OC4C2C1OC5OCCCC5",484
"3713","O=C(O[C@H]1[C@@H]2[C@@](O)(C(C)C)CC[C@]2(C)CC=C(C)C1)c1ccccc1","NANPDB","4396","C1=CCC2CCCC2CC1","c1ccccc1","O(Cc1ccccc1)C2CC=CCC3CCCC23",61
"3714","O=C(O[C@H]1[C@@H]2[C@H](O)C[C@H]3C(=C)C(=O)O[C@@H]3[C@H]2[C@@]2(C)O[C@H]2C1)/C(=C\C)/C","NANPDB","6131","O1CCC2CCC3CCC4OC4C3C12","O1CCC2CCC3CCC4OC4C3C12",NA,428
"3715","O=C(O[C@H]1[C@@H]2C(=C)C(=O)O[C@H]2C[C@@](O)(C)C=2[C@H]1C(=C)CC=2)C","NANPDB","2104","O1CCC2CC3C(=CCC3)CCC12","O1CCC2CC3C(=CCC3)CCC12",NA,294
"3716","O=C(O[C@H]1[C@@H]2C(=C)C(=O)O[C@H]2CC(C)=C2[C@H]1C(=C)CC2)C","NANPDB","2099","O1CCC2CC3C(=CCC12)CCC3","O1CCC2CC3C(=CCC12)CCC3",NA,448
"3717","O=C(O[C@H]1[C@@H]2C(C)C(=O)O[C@@H]2[C@H]2C(C)=CC[C@H]2[C@@](O)(C)C1)C(CC)C","NANPDB","4319","O1CCC2CCCC3CC=CC3C12","O1CCC2CCCC3CC=CC3C12",NA,288
"3718","O=C(O[C@H]1[C@@H]2CC3[C@@]45C6N(CC)[C@@H]7[C@@](C)(C4C[C@]6(O)[C@](O)(C13)CC2)CCC5O7)/C=C\c1ccccc1","NANPDB","3498","O1C2NC3C4CC5C2CCC1C35C6CC7CCC4C6C7","c1ccccc1","O(CC=Cc1ccccc1)C2C3CCC4C5CC6C7CCC8OC7NC5C86C(C3)C24",351
"3719","O=C(O[C@H]1[C@H]([C@H]2[C@@]3(C)C([C@]4(C)[C@H](O)C[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC3)=CC2)C[C@H]([C@H]2C(C)(C)O2)O1)C","EANPD","RUTA_00032","O1CCCC1","C1=C2C(CC1)CCC3C2CCC4CCCCC43","O1CC1C2OCC(C2)C3CC=C4C3CCC5C4CCC6CCCCC65",41
"3720","O=C(O[C@H]1[C@H](C(O)(C)C)C[C@H](C(=C)C)[C@](C=C)(C)C1)C","NANPDB","5014","C1CCCCC1","C1CCCCC1",NA,13
"3721","O=C(O[C@H]1[C@H](C)C[C@]2(O)[C@@H](O)[C@H](C)/C=C/C(C)(C)C(=O)C[C@@H](OC(=O)C)/C(/C)=C/[C@@H]12)CC","NANPDB","2271","C1=CCCC2CCCC2C=CCCCC1","C1=CCCC2CCCC2C=CCCCC1",NA,485
"3722","O=C(O[C@H]1[C@H](C)C[C@]2(O)[C@@H](OC(=O)C)[C@H](C)/C=C/C(C)(C)C(=O)C[C@@H](O)/C(/C)=C/[C@@H]12)CC","NANPDB","2269","C1=CCCC2CCCC2C=CCCCC1","C1=CCCC2CCCC2C=CCCCC1",NA,485
"3723","O=C(O[C@H]1[C@H](C)C[C@]2(OC(=O)C)[C@H](OC(=O)C)[C@@H](C)/C=C/C(C)(C)C(=O)C[C@@H](OC(=O)C)/C(/C)=C/[C@@H]12)CC","NANPDB","2276","C1=CCCC2CCCC2C=CCCCC1","C1=CCCC2CCCC2C=CCCCC1",NA,485
"3724","O=C(O[C@H]1[C@H](C)C[C@]2(OC(=O)C)[C@H](OC(=O)C)[C@@H](C)/C=C/C(C)(C)C(=O)CC(=O)/C(/C)=C/[C@@H]12)CC","NANPDB","2277","C1=CCCC2CCCC2C=CCCCC1","C1=CCCC2CCCC2C=CCCCC1",NA,485
"3725","O=C(O[C@H]1[C@H](C)C[C@]2(OC(=O)C)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)C[C@@H](OC(=O)C)/C(/C)=C/[C@@H]12)CC","NANPDB","2278","C1=CCCC2CCCC2C=CCCCC1","C1=CCCC2CCCC2C=CCCCC1",NA,485
"3726","O=C(O[C@H]1[C@H](C)C[C@]2(OC(=O)C)C(=O)[C@H](C)/C=C/C(C)(C)C(=O)C[C@@H](OC(=O)C)/C(/C)=C/[C@@H]12)CC","NANPDB","2273","C1=CCCC2CCCC2C=CCCCC1","C1=CCCC2CCCC2C=CCCCC1",NA,485
"3727","O=C(O[C@H]1[C@H](C2=COC(=O)C=C2)[C@]2(C)[C@@](O)([C@H]3[C@@H]([C@@]4(C)C(=C[C@@H](O[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)CC4)CC3)CC2)C1)C","NANPDB","2665","O1C=CC=CC1","C1=C2CCC3C(CCC4CCCC43)C2CCC1","O1C=C(C=CC1)C2CCC3C2CCC4C5C(=CC(OC6OCCCC6)CC5)CCC43",190
"3728","O=C(O[C@H]1[C@H](c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1)c1cc(O)c(O)c(O)c1","NANPDB","2227","c1ccccc1","O1c2ccccc2CCC1","O1c2ccccc2CC(OCc3ccccc3)C1c4ccccc4",3
"3729","O=C(O[C@H]1[C@H](O)[C@](O)(COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)C=C1)C","EANPD","ANNO_00159","c1ccccc1","c1ccccc1","O(Cc1ccccc1)CC2CCC=CC2OCc3ccccc3",3
"3730","O=C(O[C@H]1[C@H](O)[C@@H](CO)OC(OC2=C(c3ccc(O)cc3)Oc3c(c(O)cc(O)c3)C2=O)[C@@H]1O)/C=C/c1ccc(O)cc1","NANPDB","4798","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCCC(OCC=Cc4ccccc4)C3)=C1c5ccccc5",10
"3731","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@@H]1c1c(O)cc(C)c2C(=O)C=C(CC(=O)C)Oc12)/C=C/c1ccccc1","EANPD","ASPH_00206","O1C=CCc2ccccc12","O1CCCCC1","O1C=CCc2cccc(c12)C3OCCCC3OCC=Cc4ccccc4",10
"3732","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@@H]1c1c(OC)cc(C)c2C(=O)C=C(C[C@@H](O)C)Oc12)/C=C/c1cc(O)c(O)cc1","EANPD","ASPH_00218","O1C=CCc2ccccc12","O1CCCCC1","O1C=CCc2cccc(c12)C3OCCCC3OCC=Cc4ccccc4",10
"3733","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](CO)OC1c1c(O)cc(O)c2C(=O)C=C(CC(=O)C)Oc12)/C(=C/C)/C","EANPD","ASPH_00219","O1CCCCC1","O1C=CCc2ccccc12","O1C=CCc2cccc(c12)C3OCCCC3",148
"3734","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](CO)OC1c1c(O)cc(O)c2C(=O)C=C(CC(=O)C)Oc12)/C=C\c1ccc(C)cc1","EANPD","ASPH_00217","O1C=CCc2ccccc12","O1CCCCC1","O1C=CCc2cccc(c12)C3OCCCC3OCC=Cc4ccccc4",10
"3735","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](CO)OC1c1c(O)cc(O)c2C(=O)C=C(CC(=O)C)Oc12)/C=C\c1ccc(O)cc1","EANPD","ASPH_00215","O1C=CCc2ccccc12","O1CCCCC1","O1C=CCc2cccc(c12)C3OCCCC3OCC=Cc4ccccc4",10
"3736","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@]1(C)C2[C@@](C)(c3c(c(C(CO)C)c(O)cc3)CC2)C[C@@H](O)C1","NANPDB","3344","O1CCCCC1","c1ccc2c(c1)CCC3CCCCC23","O1CCCCC1OCC2CCCC3c4ccccc4CCC32",148
"3737","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@@]1(C)[C@@H]2[C@](C)([C@H]3[C@@]4(C[C@](O)(CO)[C@@H](C4)CC3)CC2)CCC1","NANPDB","5700","O1CCCCC1","C1CCC2C(C1)CCC34CCC(CCC23)C4","O1CCCCC1OCC2CCCC3C2CCC45CCC(CCC34)C5",148
"3738","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)/C=C/c1cc(O)c(O)cc1","NANPDB","1454","O1CCCCC1","c1ccccc1","O(CC=Cc1ccccc1)C2OCCCC2",148
"3739","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)/C=C/c1cc(O)c(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc1","NANPDB","1449","O1CCCCC1","c1ccccc1","O(c1ccc(cc1)C=CCOC2OCCCC2)C3OCCCC3",148
"3740","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1cc(O)c(O)c(O)c1","NANPDB","2394","O1CCCCC1","c1ccccc1","O(Cc1ccccc1)C2OCCCC2",148
"3741","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1ccc(C2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc1","NANPDB","1451","O1CCCCC1","c1ccccc1","O(Cc1ccc(cc1)C2OCCCC2)C3OCCCC3",148
"3742","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1ccc(O)cc1","NANPDB","764","O1CCCCC1","c1ccccc1","O(Cc1ccccc1)C2OCCCC2",148
"3743","O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2c(C(=O)c3cc(O)cc(O)c3)c(O)cc(O)c2)OC1)C","NANPDB","2693","O1CCCCC1","c1ccccc1","O(c1ccccc1Cc2ccccc2)C3OCCCC3",148
"3744","O=C(O[C@H]1[C@H](O)[C@@H](O)C(Cc2cc(O)c(C(=O)c3cc(O)cc(O)c3)c(C)c2)O[C@@H]1CO)c1ccccc1","NANPDB","2694","O1CCCCC1","c1ccccc1","O(Cc1ccccc1)C2COC(Cc3ccc(cc3)Cc4ccccc4)CC2",148
"3745","O=C(O[C@H]1[C@H](O)[C@@H](O)C(OCCc2cc(OC)c(OC)cc2)O[C@@H]1CO)/C=C/c1cc(OC)c(OC)cc1","NANPDB","3027","O1CCCCC1","c1ccccc1","O(CC=Cc1ccccc1)C2COC(OCCc3ccccc3)CC2",148
"3746","O=C(O[C@H]1[C@H](O)[C@H](O)C[C@@](O)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","280","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3748","O=C(O[C@H]1[C@H](O)[C@H](O)C[C@@](O)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1","EANPD","AMAR_00111","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3754","O=C(O[C@H]1[C@H](O)[C@H](O)C[C@@](O)(C(=O)O)C1)/C=C/c1cc(OC)c(O)cc1","NANPDB","5284","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3755","O=C(O[C@H]1[C@H](O)[C@H](O)C[C@@](O)(C(=O)O)C1)/C=C/c1ccc(O)cc1","NANPDB","4814","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3756","O=C(O[C@H]1[C@H](O)[C@H](O)C[C@@](O)(C(=O)O)C1)/C=C\c1ccc(O)cc1","NANPDB","4813","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2",3
"3757","O=C(O[C@H]1[C@H](O)[C@H](O)C[C@@](O)(C(=O)O)C1)c1cc(O)c(O)c(O)c1","NANPDB","358","c1ccccc1","c1ccccc1","O(Cc1ccccc1)C2CCCCC2",3
"3758","O=C(O[C@H]1[C@H](O)[C@H](O)C[C@@](OC(=O)/C=C/c2cc(O)c(O)cc2)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1","NANPDB","5293","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCC(OCC=Cc3ccccc3)C2",3
"3759","O=C(O[C@H]1[C@H](O)[C@H]2[C@@](C)(C(OC(=O)C)C[C@H]3C(C)(C)O[C@@H]4[C@]23CC(=O)C4)[C@]23[C@]1(C)[C@H](c1cocc1)C[C@H]2O3)C","EANPD","MELI_00008","o1cccc1","O1CC2CCC3C(CCC4CCC5OC543)C62CCCC16","o1ccc(c1)C2CC3OC34C2CCC5C4CCC6COC7CCCC765",73
"3760","O=C(O[C@H]1[C@H](O)[C@H]2[C@@](C)(C(OC(=O)C)C[C@H]3C(C)(C)O[C@@H]4[C@]23CC(=O)C4)C=2[C@]1(C)[C@H](c1cocc1)CC=2)C","EANPD","MELI_00009","O1CC2CCC3C4=CCCC4CCC3C52CCCC15","o1cccc1","o1ccc(c1)C2CC=C3C2CCC4C3CCC5COC6CCCC654",486
"3761","O=C(O[C@H]1[C@H](O)C(O)[C@H](OC2=C(c3ccc(O)cc3)Oc3c(c(O)cc(O)c3)C2=O)OC1CO)C=Cc1ccc(O)cc1","NANPDB","4001","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCC(OCC=Cc4ccccc4)CC3)=C1c5ccccc5",10
"3762","O=C(O[C@H]1[C@H](O)C[C@@H]2[C@](C)([C@H](C)C[C@H](OC(=O)C)[C@@]2(COC(=O)C)[C@@]21OC2)[C@H]1O[C@@H]2O[C@@H](OC)C[C@@H]2C1)C(C)C","NANPDB","2794","O1CCC2CCOC12","O1CC12CCCC3CCCCC32","O1CCC2CC(OC12)C3CCCC4C3CCCC54OC5",481
"3763","O=C(O[C@H]1[C@H](O)C[C@@H]2[C@](C)([C@H](C)C[C@H](OC(=O)C)[C@@]2(COC(=O)C)[C@@]21OC2)[C@H]1O[C@@H]2O[C@H](OC)C[C@@H]2C1)[C@@H](CC)C","NANPDB","2797","O1CCC2CCOC12","O1CC12CCCC3CCCCC32","O1CCC2CC(OC12)C3CCCC4C3CCCC54OC5",481
"3764","O=C(O[C@H]1[C@H](O)C[C@@H]2[C@](C)([C@H](C)C[C@H](OC(=O)C)[C@@]2(COC(=O)C)[C@@]21OC2)[C@H]1O[C@@H]2O[C@H](OC)C[C@@H]2C1)C(C)C","NANPDB","2795","O1CCC2CCOC12","O1CC12CCCC3CCCCC32","O1CCC2CC(OC12)C3CCCC4C3CCCC54OC5",481
"3765","O=C(O[C@H]1[C@H](O)C[C@@H]2[C@](C)([C@H](C)C[C@H](OC(=O)C)[C@@]2(COC(=O)C)[C@@]21OC2)[C@H]1O[C@@H]2OCC[C@@H]2C1)[C@H](CC)C","NANPDB","2856","O1CCC2CCOC12","O1CC12CCCC3CCCCC32","O1CCC2CC(OC12)C3CCCC4C3CCCC54OC5",481
"3766","O=C(O[C@H]1[C@H](O)C[C@@H]2[C@](C)([C@H](C)C[C@H](OC(=O)C)[C@@]2(COC(=O)C)[C@@]21OC2)[C@H]1O[C@@H]2OCC[C@@H]2C1)C(CC)C","NANPDB","2798","O1CCC2CCOC12","O1CC12CCCC3CCCCC32","O1CCC2CC(OC12)C3CCCC4C3CCCC54OC5",481
"3767","O=C(O[C@H]1[C@H](O)C=2[C@@](OC(=O)C)([C@H](C)C(=O)[C@]34O[C@]3([C@@H](OC(=O)C)C(C)C4)C=2)C2C(C)(C)C12)/C(=C/C)/C","NANPDB","2429","O1C23C=C4CCC5CC5C4CCC13CCC2","O1C23C=C4CCC5CC5C4CCC13CCC2",NA,487
"3768","O=C(O[C@H]1[C@H](O)C=2[C@@](OC(=O)C)([C@H](C)C(=O)[C@]34O[C@]3([C@@H](OC(=O)C)C(C)C4)C=2)C2C(C)(C)C12)C(CC)C","NANPDB","2432","O1C23C=C4CCC5CC5C4CCC13CCC2","O1C23C=C4CCC5CC5C4CCC13CCC2",NA,487
"3769","O=C(O[C@H]1[C@H](O)C=C[C@H](OC)[C@]1(O)COC(=O)c1ccccc1)C","EANPD","ANNO_00156","c1ccccc1","c1ccccc1","O(Cc1ccccc1)CC2CC=CCC2",3
"3770","O=C(O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@](O)(CO)CO2)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1cc(OC)c(O)cc1","NANPDB","2785","O1CCCC1","O1CCCCC1","O(Cc1ccccc1)C2OCCCC2OC3OCCC3",41
"3771","O=C(O[C@H]1[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)[C@@H](O)[C@H](O)O[C@@H]1CO)/C=C/c1cc(O)c(O)cc1","NANPDB","20","O1CCCCC1","c1ccccc1","O1CCC(OC2OCCCC2)C(OCC=Cc3ccccc3)C1",148
"3772","O=C(O[C@H]1[C@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C[C@](O)(C(=O)O)C[C@H]1O)/C=C/c1cc(O)c(O)cc1","NANPDB","5452","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2OCC=Cc3ccccc3",3
"3773","O=C(O[C@H]1[C@H](OC(=O)/C=C/c2ccc(O)cc2)C[C@](O)(C(=O)O)C[C@H]1O)/C=C/c1ccc(O)cc1","NANPDB","4812","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2OCC=Cc3ccccc3",3
"3774","O=C(O[C@H]1[C@H](OC(=O)/C=C\c2ccc(O)cc2)C[C@](O)(C(=O)O)C[C@H]1O)/C=C\c1ccc(O)cc1","NANPDB","4811","c1ccccc1","c1ccccc1","O(CC=Cc1ccccc1)C2CCCCC2OCC=Cc3ccccc3",3
"3775","O=C(O[C@H]1[C@H](OC(=O)C)[C@@H](C)OC(Oc2cc(O)c3C(=O)c4c(O)cc(C)cc4Cc3c2)[C@H]1OC(=O)C)C","EANPD","RHAM_00040","O1CCCCC1","c1ccc2c(c1)Cc3ccccc3C2","O(c1ccc2c(c1)Cc3ccccc3C2)C4OCCCC4",148
"3776","O=C(O[C@H]1[C@H](OC(=O)C)[C@@H](CO)O[C@@H](Oc2cc(O)c3C(=O)C=C(c4ccc(O)cc4)Oc3c2)[C@@H]1O)C","NANPDB","6046","O1C=CCc2ccccc12","O1CCCCC1","O1c2cc(OC3OCCCC3)ccc2CC=C1c4ccccc4",10
"3777","O=C(O[C@H]1[C@H](OC(=O)C)[C@@H](OC(=O)C)CO[C@@H]1O[C@]1(C)[C@@H]2[C@H]3[C@H](C(C)C)CC[C@H](C)C23CC1)C","NANPDB","5778","O1CCCCC1","C1CCC23CCCC3C2C1","O1CCCCC1OC2CCC34CCCCC4C23",148
"3778","O=C(O[C@H]1[C@H](OC(=O)C)[C@H]2[C@@](C)(C(=O)C[C@H]3C(C)(C)O[C@@H]4[C@]23CC(=O)C4)[C@]23[C@]1(C)[C@H](c1cocc1)C[C@H]2O3)C","EANPD","MELI_00007","o1cccc1","O1CC2CCC3C(CCC4CCC5OC543)C62CCCC16","o1ccc(c1)C2CC3OC34C2CCC5C4CCC6COC7CCCC765",73
"3779","O=C(O[C@H]1[C@H](OC(=O)C)[C@H]2[C@@](C)(C(=O)C[C@H]3C(C)(C)O[C@@H]4[C@]23CC(=O)C4)C=2[C@]1(C)[C@H](c1cocc1)CC=2)C","EANPD","MELI_00006","O1CC2CCC3C4=CCCC4CCC3C52CCCC15","o1cccc1","o1ccc(c1)C2CC=C3C2CCC4C3CCC5COC6CCCC654",486
"3780","O=C(O[C@H]1[C@H](OC(=O)C)[C@H]2O[C@H]2[C@@H]2[C@@]1(COC(=O)c1ccccc1)O2)C","EANPD","ANNO_00058","O1C2CCC3OC3C12","c1ccccc1","O(Cc1ccccc1)CC23OC3C4OC4CC2",488
"3781","O=C(O[C@H]1[C@H](OC(=O)C)C=2[C@@](OC(=O)C)([C@H](C)C(=O)[C@]34O[C@]3([C@@H](OC(=O)C)C(C)C4)C=2)C2C(C)(C)C12)/C(=C/C)/C","NANPDB","2425","O1C23C=C4CCC5CC5C4CCC13CCC2","O1C23C=C4CCC5CC5C4CCC13CCC2",NA,487
